,player,pts,ast,trb,orb,drb,stl,blk,tov,g,mp,fg,fga,fg%,efg%,ft,fta,ft%
31,Roberto Nelson,15.93,2.73,3.1,0.93,2.17,0.97,0.17,2.4,33.33,28.33,4.93,11.37,0.42,0.5,4.47,5.7,0.78
32,Johnny Juzang,15.8,1.7,4.4,0.85,3.65,0.75,0.2,1.6,28.5,32.05,5.95,13.6,0.44,0.5,2.15,2.5,0.86
33,Shannon Evans,15.75,3.95,3.3,0.4,2.85,1.35,0.25,1.8,32.5,35.3,4.9,12.4,0.4,0.5,3.4,4.05,0.84
34,James Akinjo,15.6,5.4,2.3,0.3,2.0,1.4,0.0,2.3,26.0,34.9,4.8,12.6,0.38,0.46,4.0,4.9,0.82
35,Mark Lyons,15.6,2.8,1.9,0.2,1.7,1.1,0.1,2.7,35.0,30.3,5.1,11.6,0.44,0.52,3.6,4.2,0.86
36,Lauri Markkanen,15.6,0.9,7.2,2.4,4.8,0.4,0.5,1.1,37.0,30.8,5.0,10.2,0.49,0.58,3.7,4.4,0.84
38,Timmy Allen,15.57,3.1,6.27,1.43,4.9,1.13,0.2,2.73,28.33,33.17,5.57,11.57,0.49,0.51,4.2,5.67,0.74
39,Kris Wilkes,15.55,1.7,4.85,1.25,3.6,0.7,0.45,1.6,33.0,30.75,5.5,12.65,0.44,0.51,2.6,3.9,0.66
41,Matt Bradley,15.43,1.73,4.37,0.87,3.53,0.6,0.27,2.33,28.33,30.6,5.03,11.47,0.43,0.52,3.57,4.27,0.83
42,Ryan Anderson,15.3,0.8,10.1,3.0,7.1,0.7,0.6,1.9,33.0,29.2,5.3,9.7,0.55,0.55,4.7,6.3,0.74
43,Azuolas Tubelis,15.3,1.83,7.47,2.4,5.1,0.93,0.67,2.27,32.33,27.13,5.87,10.9,0.54,0.55,3.13,4.4,0.71
44,Remy Martin,15.18,3.92,3.02,0.6,2.42,1.27,0.02,2.22,29.5,30.92,5.07,11.9,0.43,0.49,3.45,4.53,0.76
45,Jermaine Marshall,15.1,1.4,3.1,0.3,2.8,0.8,0.5,1.5,32.0,31.7,5.1,11.3,0.45,0.56,2.4,3.3,0.72
46,Boogie Ellis,15.1,2.75,3.5,0.4,3.1,1.1,0.2,1.85,33.0,31.45,5.05,11.85,0.43,0.51,2.9,3.6,0.8
47,Chris Duarte,15.0,2.15,5.1,1.1,4.0,1.8,0.65,1.9,27.0,32.1,5.35,11.25,0.47,0.56,2.35,2.9,0.8
48,Delon Wright,15.0,5.2,5.85,1.15,4.75,2.3,1.15,2.2,34.0,34.85,5.0,9.35,0.54,0.56,4.5,5.5,0.81
49,Justin Bibbins,14.8,4.7,3.0,0.4,2.6,1.3,0.1,2.0,35.0,34.9,4.4,9.6,0.46,0.6,3.4,3.9,0.87
50,Dillon Brooks,14.77,2.53,4.5,1.57,2.93,0.9,0.5,2.13,36.33,28.8,5.4,11.37,0.47,0.52,2.8,3.53,0.8
51,Gary Payton II,14.7,4.1,7.65,2.25,5.4,2.8,0.85,2.1,31.5,35.3,5.8,12.0,0.49,0.52,2.3,3.5,0.65
52,Stephen Thompson Jr.,14.7,2.58,3.38,0.92,2.45,1.45,0.22,1.92,30.25,32.78,5.28,12.48,0.42,0.5,2.22,3.25,0.68
53,Jordan Shepherd,14.6,2.3,2.9,0.3,2.6,1.2,0.4,2.1,32.0,32.8,5.0,12.9,0.39,0.43,3.5,4.5,0.79
54,Bennie Boatwright,14.6,1.8,5.68,1.52,4.15,0.45,0.65,1.48,26.5,28.3,4.82,11.12,0.43,0.53,2.7,3.48,0.77
55,Jaylen Brown,14.6,2.0,5.4,1.1,4.3,0.8,0.6,3.1,34.0,27.6,4.8,11.1,0.43,0.47,4.2,6.4,0.65
56,Lonzo Ball,14.6,7.6,6.0,0.9,5.1,1.8,0.8,2.5,36.0,35.1,5.3,9.5,0.55,0.67,1.8,2.7,0.67
57,Tyrell Terry,14.6,3.2,4.5,0.4,4.1,1.4,0.1,2.6,31.0,32.6,4.7,10.7,0.44,0.54,3.2,3.5,0.89
58,Terrell Brown Jr.,14.5,3.9,3.85,0.85,3.0,1.55,0.35,1.65,29.0,30.9,5.2,11.95,0.42,0.45,3.65,4.7,0.77
59,Nigel Williams-Goss,14.5,5.15,4.55,0.75,3.8,1.1,0.2,2.85,31.0,35.0,5.75,12.65,0.45,0.49,2.2,2.9,0.74
61,Justin Cobbs,14.43,5.2,3.17,0.47,2.67,0.97,0.13,2.43,34.0,34.1,4.93,10.7,0.46,0.5,3.7,4.53,0.82
62,Aaron Holiday,14.3,4.73,3.2,0.47,2.7,1.27,0.23,3.03,33.67,31.93,4.73,10.5,0.45,0.53,3.07,3.9,0.78
63,Alonzo Verge Jr.,14.3,3.05,3.7,0.6,3.05,1.3,0.15,2.25,25.5,28.3,5.2,12.6,0.41,0.45,2.8,3.65,0.77
65,Bennedict Mathurin,14.25,1.85,5.2,1.3,3.85,0.85,0.2,1.5,31.5,28.75,4.65,10.15,0.46,0.55,3.1,3.9,0.8
66,McKinley Wright IV,14.2,5.25,4.9,1.1,3.78,1.08,0.3,2.78,32.75,33.12,5.12,10.95,0.47,0.52,2.95,3.7,0.8
67,Michael Flowers,14.2,3.4,3.2,0.5,2.7,1.1,0.1,1.8,37.0,32.5,4.5,11.4,0.4,0.52,2.4,2.8,0.85
68,Justice Sueing,14.05,1.7,5.7,1.5,4.2,1.6,0.5,1.9,31.5,33.25,4.7,10.9,0.43,0.49,3.45,4.65,0.73
69,Tyler Dorsey,14.0,1.85,3.9,1.05,2.8,0.8,0.15,1.7,37.5,30.05,4.55,10.0,0.45,0.56,2.9,3.95,0.73
70,Nico Mannion,14.0,5.3,2.5,0.3,2.3,1.2,0.0,2.6,32.0,32.3,4.5,11.5,0.39,0.46,3.3,4.2,0.8
71,Andrew Andrews,14.0,3.0,4.22,1.05,3.18,1.17,0.08,2.05,32.0,30.62,4.03,10.42,0.38,0.45,4.42,5.45,0.8
72,Reid Travis,13.98,0.75,7.57,2.98,4.62,0.72,0.3,1.83,24.5,30.0,5.22,9.62,0.54,0.54,3.38,5.72,0.57
73,Tra Holder,13.9,3.48,3.4,0.78,2.62,0.92,0.02,2.38,32.25,32.38,4.2,10.6,0.39,0.45,4.12,5.4,0.76
74,Isaac Hamilton,13.83,3.1,3.73,0.97,2.77,0.87,0.17,2.23,34.67,33.07,5.23,11.6,0.44,0.53,1.53,2.0,0.77
75,DaVonte Lacy,13.82,1.85,3.0,0.72,2.33,0.88,0.1,1.78,29.0,30.68,4.15,10.12,0.41,0.52,3.25,4.22,0.76
76,Payton Pritchard,13.82,4.62,3.85,0.68,3.18,1.48,0.05,2.05,36.0,33.88,4.7,10.7,0.43,0.53,2.4,2.98,0.79
77,Stanley Johnson,13.8,1.7,6.5,2.0,4.5,1.5,0.4,2.2,38.0,28.4,4.6,10.3,0.45,0.5,3.5,4.7,0.74
78,Josh Scott,13.8,1.02,7.82,2.95,4.88,0.65,1.33,1.23,31.0,30.3,4.82,9.32,0.52,0.52,4.08,5.3,0.77
79,Bryce Alford,13.75,3.88,2.82,0.22,2.58,0.72,0.05,1.7,35.25,32.15,4.18,10.35,0.4,0.52,3.05,3.7,0.82
81,Marquese Chriss,13.7,0.8,5.4,2.5,2.9,0.9,1.6,2.0,34.0,24.9,5.3,9.9,0.53,0.56,2.6,3.8,0.68
82,Desmond Cambridge Jr.,13.6,2.3,3.5,0.9,2.6,1.7,0.5,1.4,34.0,28.7,4.8,12.3,0.39,0.49,1.6,1.9,0.83
83,Lazeric Jones,13.6,4.1,3.5,0.6,2.9,1.8,0.2,2.6,32.0,33.4,4.8,10.9,0.44,0.51,2.6,3.5,0.74
84,Tahj Eaddy,13.6,2.8,2.9,0.4,2.5,0.6,0.0,1.5,33.0,32.3,4.9,11.0,0.45,0.54,1.8,2.3,0.78
85,Elijah Brown,13.6,2.5,3.3,0.7,2.6,0.8,0.0,1.9,36.0,29.2,4.4,10.6,0.42,0.54,2.2,2.4,0.93
86,Ethan Thompson,13.52,3.95,4.32,0.95,3.38,1.02,0.38,2.42,31.75,33.9,4.35,10.25,0.42,0.49,3.5,4.47,0.77
87,Louis King,13.5,1.3,5.5,1.3,4.2,0.9,0.2,2.1,31.0,30.4,4.8,11.0,0.44,0.52,2.0,2.5,0.78
89,Kyle Fogg,13.5,2.2,3.7,0.5,3.3,1.1,0.4,1.8,35.0,32.1,4.0,9.5,0.42,0.53,3.4,4.3,0.79
90,Kezie Okpala,13.4,1.9,4.7,1.2,3.55,1.0,0.55,2.7,26.0,30.6,4.6,10.5,0.43,0.46,3.6,5.35,0.68
91,Spencer Dinwiddie,13.33,2.87,3.3,0.5,2.8,1.2,0.33,1.8,28.67,30.33,3.43,8.0,0.43,0.51,5.1,6.13,0.83
92,Ivan Rabb,13.25,1.2,9.5,2.9,6.6,0.6,1.1,1.85,32.5,30.65,4.8,8.9,0.55,0.56,3.5,5.25,0.67
93,Jaime Jaquez Jr.,13.23,1.95,6.2,1.95,4.25,1.3,0.5,1.5,33.5,31.3,4.95,10.42,0.47,0.52,2.45,3.32,0.74
94,Mike Moser,13.2,1.6,7.7,1.9,5.9,1.1,0.7,1.8,34.0,28.4,5.0,10.8,0.46,0.54,1.6,2.1,0.77
95,Jakob Poeltl,13.15,1.3,7.95,2.75,5.2,0.5,1.75,1.85,35.0,26.85,5.05,7.65,0.66,0.66,3.1,5.1,0.57
96,Solomon Hill,13.15,2.65,6.5,1.95,4.6,1.05,0.55,2.35,35.0,32.7,4.4,9.25,0.48,0.55,2.95,4.0,0.74
97,Askia Booker,13.1,2.52,3.3,0.55,2.8,1.15,0.05,2.15,33.5,28.5,4.47,11.68,0.39,0.44,2.85,3.62,0.78
98,Devon Collier,13.03,1.63,5.6,2.33,3.27,0.83,1.13,1.73,32.67,26.13,4.77,8.23,0.58,0.58,3.6,5.73,0.63
99,Maurice Jones,13.0,3.5,2.7,0.4,2.3,1.8,0.0,2.3,32.0,38.2,4.5,13.3,0.34,0.4,2.4,3.7,0.66
100,Jaden McDaniels,13.0,2.1,5.8,1.1,4.7,0.8,1.4,3.2,31.0,31.1,4.4,10.8,0.4,0.47,2.8,3.7,0.76
101,Jorge Gutierrez,13.0,4.1,5.3,1.0,4.3,1.2,0.1,2.4,33.0,32.2,4.8,10.7,0.44,0.48,2.7,3.7,0.74
102,Trent Lockett,13.0,2.2,5.8,1.3,4.5,1.5,0.5,3.2,25.0,34.9,4.3,8.6,0.5,0.55,3.6,5.1,0.71
103,David Collette,12.95,1.15,4.8,1.6,3.25,0.8,0.8,1.45,28.0,23.55,5.3,8.7,0.61,0.62,2.3,3.35,0.67
104,Jordan McLaughlin,12.8,5.62,3.52,0.62,2.88,1.65,0.15,2.38,32.0,33.35,4.42,10.3,0.43,0.5,2.48,3.45,0.73
106,Malachi Flynn,12.75,3.6,3.15,0.5,2.7,1.15,0.05,2.1,31.0,33.25,4.3,10.55,0.4,0.51,2.0,2.5,0.79
107,Tyrone Wallace,12.73,3.42,5.22,1.02,4.22,1.1,0.42,2.17,32.25,31.6,4.6,11.08,0.41,0.45,2.6,4.22,0.6
108,Jason Calliste,12.7,1.7,2.1,0.5,1.6,1.1,0.1,1.5,34.0,26.5,3.4,6.4,0.53,0.68,4.0,4.6,0.87
109,E.J. Singler,12.65,2.5,5.25,1.3,3.95,0.75,0.35,2.2,35.5,30.9,4.1,9.4,0.44,0.51,2.95,3.5,0.85
110,Carlon Brown,12.6,2.0,3.8,0.9,2.9,0.8,0.3,1.9,36.0,28.5,4.7,10.5,0.45,0.5,2.0,2.8,0.72
111,Jordan Pope,12.6,2.3,2.6,0.4,2.2,0.9,0.1,1.4,32.0,33.6,4.4,10.4,0.42,0.51,1.9,2.3,0.84
112,Sedrick Barefield,12.6,2.77,2.03,0.3,1.73,0.83,0.03,2.07,29.0,28.0,4.03,9.9,0.41,0.51,2.47,3.07,0.8
113,Carrick Felix,12.55,1.45,6.05,1.6,4.5,1.25,0.95,2.15,32.0,34.1,4.45,9.55,0.46,0.53,2.25,3.2,0.7
114,Byron Wesley,12.53,2.0,5.27,1.0,4.27,0.8,0.3,2.0,31.33,33.7,4.73,10.63,0.44,0.46,2.57,3.83,0.65
115,DJ Horne,12.5,2.15,3.15,0.4,2.75,0.85,0.05,1.5,32.5,29.85,4.35,11.4,0.38,0.48,1.6,1.9,0.86
116,Oscar Da Silva,12.48,1.7,5.95,1.65,4.3,0.78,1.0,2.15,30.25,28.32,4.62,8.6,0.53,0.58,2.55,3.38,0.72
117,Aaron Gordon,12.4,2.0,8.0,2.7,5.3,0.9,1.0,1.4,38.0,31.2,5.0,10.1,0.5,0.52,2.0,4.7,0.42
118,Jarred DuBois,12.4,3.1,2.7,0.3,2.4,0.8,0.0,2.2,32.0,30.5,3.8,8.9,0.42,0.5,3.6,4.2,0.85
119,Chimezie Metu,12.3,1.17,6.27,1.83,4.47,0.73,1.6,1.73,34.67,26.93,4.73,8.9,0.53,0.54,2.7,3.9,0.66
120,LJ Figueroa,12.3,1.4,6.1,1.7,4.3,1.6,0.3,0.9,26.0,31.3,4.9,10.5,0.47,0.55,0.7,1.0,0.67
121,Nick Johnson,12.23,2.8,3.67,0.57,3.03,1.23,0.6,1.83,36.0,30.87,4.03,9.63,0.42,0.49,2.8,3.83,0.72
122,Charlie Moore,12.2,3.5,2.0,0.4,1.6,1.1,0.0,2.9,34.0,28.8,4.0,10.2,0.39,0.45,2.9,3.9,0.76
123,Garrett Sim,12.2,2.7,2.5,0.4,2.1,1.0,0.2,1.8,34.0,31.4,4.1,8.5,0.49,0.61,1.8,2.1,0.87
124,Jesse Perry,12.2,1.3,7.5,2.6,4.9,0.4,0.6,1.5,35.0,30.4,4.2,8.7,0.48,0.5,3.5,5.0,0.7
125,Scott Suggs,12.2,1.3,2.3,0.4,1.9,0.6,0.3,1.9,31.0,30.8,4.3,10.2,0.42,0.51,1.7,2.0,0.87
126,Kyle Anderson,12.15,5.0,8.7,1.7,7.0,1.8,0.85,2.6,35.5,31.55,4.25,9.45,0.45,0.47,3.15,4.25,0.74
127,Jordan Loveridge,12.1,1.75,5.42,1.12,4.3,0.7,0.3,1.65,32.25,30.8,3.98,9.75,0.41,0.5,2.45,3.08,0.81
128,Zylan Cheatham,12.1,3.2,10.3,2.1,8.2,0.8,0.8,3.0,34.0,32.4,4.2,7.9,0.53,0.55,3.4,5.5,0.62
129,Jaylen Hands,12.05,4.35,3.85,0.5,3.35,1.15,0.2,2.5,32.0,28.2,4.05,9.85,0.41,0.49,2.25,2.95,0.76
130,Drew Peterson,12.03,3.43,5.8,0.93,4.9,0.8,0.63,2.27,33.33,32.53,4.3,9.6,0.44,0.51,2.17,3.0,0.72
131,Josh Green,12.0,2.6,4.6,1.3,3.3,1.5,0.4,1.6,30.0,30.9,4.1,9.6,0.42,0.48,2.8,3.6,0.78
132,Rawle Alkins,12.0,2.3,4.85,1.7,3.15,1.1,0.6,2.2,30.0,29.7,4.1,9.2,0.45,0.52,2.55,3.5,0.73
134,Jacob Young,12.0,3.4,2.9,0.5,2.4,1.3,0.1,2.2,35.0,30.4,4.6,11.0,0.42,0.46,2.0,3.0,0.68
135,Chris Boucher,11.95,0.4,6.75,2.2,4.5,0.6,2.7,1.05,34.5,24.7,4.35,8.25,0.53,0.6,2.1,3.3,0.62
136,Noah Dickerson,11.95,0.73,7.32,2.4,4.9,0.75,0.57,1.92,33.5,25.58,4.18,7.78,0.53,0.54,3.58,5.05,0.69
137,Katin Reinhardt,11.95,1.55,2.6,0.55,2.0,1.0,0.15,1.7,32.5,27.75,4.35,10.65,0.41,0.5,1.4,1.75,0.8
138,Eric Wise,11.9,1.7,5.7,1.8,3.9,1.0,0.3,1.7,32.0,30.7,4.6,10.0,0.46,0.49,2.2,3.1,0.69
139,Robert Franks,11.88,1.42,4.6,1.05,3.53,0.32,0.62,1.85,27.75,23.02,4.05,8.75,0.42,0.5,2.28,2.72,0.8
140,Jordan Mathews,11.87,1.1,2.97,0.6,2.33,0.47,0.03,1.1,34.0,26.67,3.73,8.87,0.42,0.53,2.33,3.0,0.78
141,MiKyle McIntosh,11.8,1.5,6.1,1.6,4.6,0.8,0.3,1.8,36.0,28.1,4.1,8.9,0.46,0.51,2.6,3.6,0.73
142,Drew Eubanks,11.77,0.9,6.57,1.9,4.67,0.5,1.7,2.03,32.0,28.27,4.67,7.77,0.6,0.6,2.43,3.5,0.68
143,Emmitt Matthews Jr.,11.7,0.6,4.7,1.5,3.2,0.6,0.5,1.5,31.0,32.0,4.0,9.2,0.43,0.5,2.4,3.2,0.76
144,Josh Hawkinson,11.7,1.3,8.43,1.5,6.92,0.42,0.78,1.23,29.75,26.95,4.32,8.22,0.51,0.53,2.65,3.3,0.77
145,Jason Washburn,11.65,0.6,6.5,1.85,4.6,0.35,1.45,1.55,32.0,27.3,4.8,8.8,0.55,0.55,1.95,2.4,0.8
146,KJ Simpson,11.65,3.25,3.4,0.6,2.85,1.15,0.15,2.4,30.5,26.55,3.9,10.1,0.39,0.43,2.9,3.6,0.79
147,Kevon Looney,11.6,1.4,9.2,3.4,5.8,1.3,0.9,1.3,36.0,30.9,4.2,8.9,0.47,0.5,2.6,4.1,0.63
148,Josh Owens,11.6,0.9,5.8,2.2,3.6,1.2,0.7,1.6,37.0,27.1,4.8,8.4,0.57,0.57,2.1,3.4,0.62
149,Harper Kamp,11.6,1.7,5.2,2.0,3.2,0.5,0.4,2.1,34.0,29.9,4.5,8.2,0.55,0.55,2.5,3.3,0.76
150,Branden Carlson,11.58,1.02,5.5,1.52,3.92,0.28,1.68,1.45,27.5,24.85,4.53,8.78,0.53,0.56,1.85,2.52,0.71
151,Dwight Powell,11.57,1.97,6.63,1.7,4.9,0.97,0.83,2.27,35.0,26.77,4.1,8.8,0.46,0.47,3.17,4.33,0.73
152,Elgin Cook,11.5,1.43,4.67,1.53,3.17,1.03,0.33,1.73,36.0,25.97,4.0,7.87,0.52,0.54,3.27,4.47,0.72
153,Xavier Johnson,11.5,0.72,5.55,1.68,3.88,0.55,0.35,1.72,31.75,26.6,4.0,8.43,0.48,0.54,2.45,3.9,0.62
154,Marcus Lee,11.4,1.3,7.2,3.1,4.1,0.7,1.6,2.7,32.0,27.8,4.7,8.4,0.56,0.56,2.0,3.2,0.61
155,Tyrell Roberts,11.4,2.0,2.6,0.4,2.2,0.7,0.0,1.5,36.0,29.3,3.9,10.9,0.36,0.46,1.4,1.5,0.92
156,Brandon Williams,11.4,3.4,2.8,0.2,2.6,0.8,0.2,1.8,26.0,28.2,3.3,8.9,0.38,0.46,3.3,4.0,0.82
157,Lorenzo Bonam,11.35,3.05,3.2,0.55,2.55,1.2,0.4,1.95,34.0,28.2,4.2,7.65,0.54,0.59,2.2,2.8,0.8
158,Rob Edwards,11.35,1.0,3.45,0.4,3.05,1.05,0.15,1.55,29.5,28.9,3.6,9.9,0.36,0.47,2.1,2.6,0.79
159,Troy Brown,11.3,3.2,6.2,1.5,4.7,1.6,0.2,2.5,35.0,31.2,4.1,9.2,0.44,0.49,2.2,3.0,0.74
160,Andre Roberson,11.25,1.3,11.15,3.05,8.15,1.75,1.6,2.1,33.5,31.8,4.2,8.5,0.5,0.53,2.25,3.9,0.58
161,Ahmad Starks,11.25,2.5,2.15,0.2,1.95,1.35,0.0,1.4,33.5,30.2,4.0,10.2,0.39,0.5,1.1,1.25,0.86
162,David Crisp,11.2,2.62,2.58,0.6,2.0,0.9,0.1,2.02,33.75,30.5,3.88,9.95,0.38,0.48,1.58,2.4,0.66
163,Amari Bailey,11.2,2.2,3.8,0.8,3.0,1.1,0.3,2.4,30.0,26.9,4.5,9.1,0.5,0.53,1.5,2.1,0.7
164,Tyler Bey,11.17,0.87,8.0,1.87,6.1,0.97,1.03,1.87,33.0,25.0,3.97,7.47,0.52,0.54,3.07,4.1,0.74
165,Darius McNeill,11.15,1.55,2.15,0.25,1.9,1.35,0.15,1.65,31.5,32.7,3.95,10.3,0.39,0.49,1.15,1.6,0.72
166,Jabari Walker,11.1,0.85,6.85,1.7,5.15,0.6,0.6,1.7,29.5,21.15,3.75,7.8,0.49,0.56,2.55,3.3,0.78
168,Austin Dufault,11.1,0.9,4.4,1.4,3.0,0.6,0.3,1.3,36.0,27.1,4.2,8.6,0.49,0.52,2.0,2.9,0.69
169,Gerry Blakes,11.05,2.1,4.75,0.85,3.95,0.95,0.15,2.25,33.0,27.8,4.05,10.3,0.4,0.46,1.7,2.15,0.77
170,Obinna Oleka,11.05,0.95,8.0,2.5,5.5,0.85,0.65,1.6,32.5,28.85,3.8,9.05,0.41,0.46,2.75,3.65,0.75
171,Angus Brandt,11.0,1.47,5.27,1.7,3.6,0.6,0.8,1.7,23.33,26.37,4.27,8.63,0.5,0.55,1.6,2.13,0.81
172,Alfonso Plummer,11.0,0.7,1.65,0.25,1.4,0.55,0.0,1.0,25.5,21.7,4.0,8.75,0.45,0.59,0.85,1.1,0.79
173,Tyger Campbell,11.0,4.92,2.4,0.45,1.92,1.02,0.02,1.62,33.25,32.02,3.9,9.68,0.4,0.46,2.12,2.72,0.78
174,Will Richardson,10.92,3.48,3.36,0.82,2.52,1.28,0.12,2.18,29.6,31.62,3.84,8.5,0.45,0.53,1.92,2.48,0.77
176,Dashawn Davis,10.9,5.5,3.1,0.6,2.5,1.4,0.1,2.4,27.0,32.4,4.6,10.0,0.46,0.47,1.4,2.1,0.66
177,Jabari Bird,10.88,1.18,3.32,0.82,2.5,0.52,0.3,1.23,28.5,26.75,4.0,9.05,0.44,0.53,1.23,1.62,0.75
178,Mouhamed Gueye,10.85,1.2,6.8,2.7,4.05,0.8,0.85,1.65,34.0,27.0,4.35,8.9,0.49,0.5,1.8,2.95,0.58
179,Nikola Jovanovic,10.8,0.47,6.13,2.03,4.1,0.33,0.63,1.67,32.67,24.87,4.13,7.93,0.52,0.53,2.37,3.53,0.69
180,Jeriah Horne,10.8,0.9,5.8,1.1,4.7,0.6,0.1,1.1,32.0,24.5,3.8,8.4,0.46,0.55,1.5,1.7,0.91
181,De'Vion Harmon,10.8,2.1,2.6,0.4,2.2,1.3,0.1,1.5,35.0,31.4,3.8,9.2,0.42,0.49,1.7,2.3,0.73
182,Pe'Shon Howard,10.8,3.9,3.0,0.5,2.5,1.5,0.1,2.9,31.0,30.4,3.5,9.5,0.36,0.44,2.4,3.1,0.77
183,Spencer Jones,10.78,1.02,4.08,1.23,2.85,0.98,0.78,1.15,30.25,28.12,3.8,8.68,0.44,0.57,1.05,1.45,0.71
184,Shaquielle McKissic,10.7,2.15,5.05,1.25,3.8,1.45,0.1,1.15,33.0,29.95,3.6,7.95,0.46,0.52,2.6,3.9,0.67
186,JT Terrell,10.7,0.9,2.5,0.55,2.0,0.6,0.2,1.7,27.5,26.15,3.7,10.0,0.37,0.45,1.7,2.25,0.75
187,Jay Heath,10.6,1.8,3.3,0.5,2.8,0.8,0.0,1.5,28.0,28.4,3.8,8.9,0.42,0.52,1.4,1.9,0.74
